                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                 1.3947,                0.98911,                 1.4937,                0.88324,                0.83781,                0.91385,                0.62479,                 1.1177,                0.76842,                  1.358,               0.000812,               0.000812,               0.000812
                    302,                 1.3887,                0.98457,                 1.4866,                0.87439,                0.84809,                0.91401,                0.60907,                 1.1844,                0.78611,                 1.3813,             0.00080804,             0.00080804,             0.00080804
                    303,                 1.4231,                0.98825,                 1.5224,                0.89066,                0.85068,                0.91975,                0.62221,                 1.1481,                0.77077,                 1.3637,             0.00080408,             0.00080408,             0.00080408
                    304,                 1.4103,                0.99327,                 1.4909,                0.88546,                0.86234,                0.93272,                0.63629,                 1.1215,                0.75918,                 1.3535,             0.00080012,             0.00080012,             0.00080012
                    305,                   1.38,                0.98741,                 1.5273,                0.90361,                0.85206,                0.93619,                0.63757,                 1.1209,                 0.7728,                  1.353,             0.00079616,             0.00079616,             0.00079616
                    306,                 1.3887,                 1.0049,                 1.5218,                0.91431,                0.84494,                0.93514,                 0.6307,                 1.1298,                0.77508,                 1.3542,              0.0007922,              0.0007922,              0.0007922
                    307,                 1.3752,                0.95968,                 1.4925,                0.89494,                0.85918,                0.93477,                 0.6346,                 1.1148,                0.75379,                 1.3443,             0.00078824,             0.00078824,             0.00078824
                    308,                 1.3702,                0.98493,                 1.5123,                0.88617,                0.86223,                0.93113,                0.64068,                 1.0934,                0.74862,                 1.3352,             0.00078428,             0.00078428,             0.00078428
                    309,                 1.3439,                0.99022,                 1.4916,                0.88727,                0.86155,                0.93034,                0.63707,                 1.1122,                0.74093,                 1.3473,             0.00078032,             0.00078032,             0.00078032
                    310,                  1.336,                0.94497,                 1.4521,                 0.8925,                 0.8394,                0.92569,                0.63594,                 1.1148,                0.74875,                 1.3552,             0.00077636,             0.00077636,             0.00077636
                    311,                 1.4064,                0.99051,                  1.482,                0.88516,                0.86076,                0.92563,                0.62645,                 1.1391,                0.76276,                 1.3699,              0.0007724,              0.0007724,              0.0007724
                    312,                 1.4177,                 1.0054,                 1.5526,                0.89072,                0.83831,                0.91944,                0.61777,                 1.1647,                0.78487,                 1.3661,             0.00076844,             0.00076844,             0.00076844
                    313,                  1.411,                  0.982,                 1.4879,                 0.8761,                0.83915,                0.91582,                0.59889,                 1.2113,                0.79817,                 1.3853,             0.00076448,             0.00076448,             0.00076448
                    314,                 1.4742,                 1.0617,                 1.5668,                0.88773,                0.85364,                0.92347,                  0.624,                 1.1201,                0.76519,                 1.3445,             0.00076052,             0.00076052,             0.00076052
                    315,                 1.3717,                0.97255,                 1.4986,                0.87855,                 0.8568,                0.92427,                0.62584,                 1.1193,                0.77272,                 1.3428,             0.00075656,             0.00075656,             0.00075656
                    316,                 1.3573,                0.98406,                 1.4928,                0.87187,                0.86392,                0.92696,                0.63734,                  1.098,                0.75456,                 1.3241,              0.0007526,              0.0007526,              0.0007526
                    317,                  1.403,                0.98586,                 1.4773,                0.88949,                 0.8533,                0.92979,                0.63897,                  1.109,                0.74614,                 1.3276,             0.00074864,             0.00074864,             0.00074864
                    318,                 1.3962,                0.98707,                 1.4807,                0.89659,                0.85443,                0.93658,                0.63975,                 1.1091,                0.73623,                  1.328,             0.00074468,             0.00074468,             0.00074468
                    319,                 1.3759,                0.97007,                 1.4839,                0.87506,                0.87184,                0.93813,                0.64704,                 1.0911,                 0.7334,                 1.3204,             0.00074072,             0.00074072,             0.00074072
                    320,                 1.2927,                0.94633,                  1.456,                0.89236,                 0.8663,                0.93911,                0.65659,                 1.0791,                0.71602,                 1.3135,             0.00073676,             0.00073676,             0.00073676
                    321,                 1.3625,                0.95295,                 1.4659,                0.88156,                0.87151,                0.93747,                0.65112,                 1.0913,                0.72233,                 1.3224,              0.0007328,              0.0007328,              0.0007328
                    322,                 1.3542,                0.97175,                 1.4811,                0.86635,                0.87698,                0.93425,                0.64462,                  1.104,                0.73611,                  1.327,             0.00072884,             0.00072884,             0.00072884
                    323,                 1.3488,                0.96639,                  1.473,                0.87381,                0.87975,                0.93806,                0.65644,                 1.0739,                 0.7266,                 1.3101,             0.00072488,             0.00072488,             0.00072488
                    324,                 1.3709,                0.97345,                 1.4742,                0.88309,                 0.8663,                0.93549,                0.65119,                 1.0857,                 0.7461,                  1.322,             0.00072092,             0.00072092,             0.00072092
                    325,                 1.4066,                 1.0131,                 1.5288,                0.88853,                0.86392,                0.93178,                0.64851,                 1.0885,                0.75401,                 1.3299,             0.00071696,             0.00071696,             0.00071696
                    326,                 1.3171,                0.98671,                 1.4803,                0.88719,                0.87106,                 0.9353,                0.64614,                 1.0946,                0.74461,                 1.3293,               0.000713,               0.000713,               0.000713
                    327,                 1.3714,                0.98256,                 1.4845,                0.89769,                0.86313,                0.93679,                0.64673,                 1.0894,                0.73664,                  1.326,             0.00070904,             0.00070904,             0.00070904
                    328,                 1.3502,                  0.938,                 1.4645,                0.88301,                0.87263,                0.93654,                0.64284,                  1.081,                 0.7358,                 1.3218,             0.00070508,             0.00070508,             0.00070508
                    329,                 1.3378,                0.93803,                 1.4436,                0.87362,                0.88054,                 0.9378,                0.65408,                  1.054,                0.72635,                 1.2994,             0.00070112,             0.00070112,             0.00070112
                    330,                 1.2908,                 0.9835,                 1.4512,                0.89182,                0.87342,                0.93954,                0.65573,                 1.0801,                   0.72,                 1.3064,             0.00069716,             0.00069716,             0.00069716
                    331,                 1.2991,                 0.9278,                 1.4408,                0.90376,                0.87421,                0.94523,                0.67202,                 1.0389,                0.70098,                 1.2889,              0.0006932,              0.0006932,              0.0006932
                    332,                 1.3032,                0.94743,                 1.4476,                0.90125,                0.88812,                0.94569,                0.67023,                 1.0426,                0.69609,                 1.2945,             0.00068924,             0.00068924,             0.00068924
                    333,                 1.3342,                0.95802,                 1.4712,                0.89766,                0.88132,                0.94487,                0.66391,                 1.0557,                0.70141,                 1.2996,             0.00068528,             0.00068528,             0.00068528
                    334,                 1.3373,                0.96114,                 1.4923,                0.87979,                0.89161,                0.94681,                0.67717,                 1.0307,                 0.6962,                 1.2779,             0.00068132,             0.00068132,             0.00068132
                    335,                 1.3358,                0.99552,                 1.4989,                0.89979,                0.87263,                 0.9438,                 0.6812,                 1.0139,                0.68701,                  1.272,             0.00067736,             0.00067736,             0.00067736
                    336,                 1.3333,                0.95317,                 1.4466,                0.89574,                0.87184,                0.94029,                0.65838,                 1.0694,                0.70969,                 1.3053,              0.0006734,              0.0006734,              0.0006734
                    337,                 1.3462,                0.92972,                 1.4745,                0.89592,                0.87851,                0.94286,                0.66661,                 1.0488,                0.70648,                 1.2912,             0.00066944,             0.00066944,             0.00066944
                    338,                  1.307,                 0.9584,                 1.4709,                0.91369,                0.87936,                0.94874,                0.67191,                 1.0512,                 0.6968,                 1.2855,             0.00066548,             0.00066548,             0.00066548
                    339,                 1.3428,                 0.9661,                 1.4801,                0.91406,                0.87342,                0.94465,                 0.6668,                 1.0474,                0.69456,                 1.2843,             0.00066152,             0.00066152,             0.00066152
                    340,                 1.3178,                0.93446,                 1.4503,                0.89968,                0.89394,                0.94971,                0.67661,                 1.0227,                   0.69,                 1.2798,             0.00065756,             0.00065756,             0.00065756
                    341,                 1.3313,                0.99355,                 1.4835,                0.90789,                0.88116,                0.94743,                0.67023,                 1.0458,                0.69408,                  1.289,              0.0006536,              0.0006536,              0.0006536
                    342,                  1.288,                0.93092,                 1.4378,                0.91063,                0.88133,                0.94868,                0.67885,                 1.0265,                0.67923,                 1.2703,             0.00064964,             0.00064964,             0.00064964
                    343,                 1.3761,                0.95873,                 1.4803,                0.90059,                0.89586,                0.95082,                0.68403,                 1.0077,                0.67511,                  1.263,             0.00064568,             0.00064568,             0.00064568
                    344,                 1.3045,                0.90637,                 1.4248,                0.90534,                0.88528,                 0.9478,                0.68055,                  1.007,                  0.684,                 1.2623,             0.00064172,             0.00064172,             0.00064172
                    345,                 1.3096,                0.93678,                 1.4522,                0.91088,                0.88137,                0.94835,                0.67554,                 1.0222,                0.68068,                 1.2687,             0.00063776,             0.00063776,             0.00063776
                    346,                 1.2737,                0.89928,                 1.3874,                0.91815,                0.87855,                0.94957,                0.68405,                   1.02,                0.67204,                 1.2722,              0.0006338,              0.0006338,              0.0006338
                    347,                 1.2861,                0.90897,                 1.4054,                0.90333,                0.88924,                 0.9467,                0.68232,                 1.0149,                0.67529,                 1.2673,             0.00062984,             0.00062984,             0.00062984
                    348,                 1.2951,                0.91508,                 1.4238,                0.91662,                 0.8958,                0.95025,                0.68344,                 1.0031,                0.66885,                 1.2524,             0.00062588,             0.00062588,             0.00062588
                    349,                 1.2559,                0.90722,                   1.42,                 0.9206,                0.88687,                0.95129,                 0.6796,                 1.0011,                0.66555,                 1.2505,             0.00062192,             0.00062192,             0.00062192
                    350,                 1.3237,                0.90835,                 1.4389,                0.91472,                0.88687,                0.95206,                0.67499,                 1.0146,                0.66098,                 1.2636,             0.00061796,             0.00061796,             0.00061796
                    351,                 1.2651,                 0.9089,                  1.418,                0.90618,                 0.8932,                0.95138,                0.68102,                 1.0054,                0.66298,                 1.2587,               0.000614,               0.000614,               0.000614
                    352,                 1.2919,                0.95226,                 1.4554,                0.89966,                0.89376,                0.94748,                 0.6868,                 1.0054,                0.66471,                 1.2511,             0.00061004,             0.00061004,             0.00061004
                    353,                 1.3137,                0.91941,                  1.434,                0.89944,                0.89241,                0.94654,                0.67845,                 1.0326,                0.67857,                 1.2603,             0.00060608,             0.00060608,             0.00060608
                    354,                 1.3082,                0.92106,                 1.4313,                0.90901,                0.87726,                0.94438,                0.68392,                 1.0073,                0.69544,                 1.2541,             0.00060212,             0.00060212,             0.00060212
                    355,                 1.2368,                0.90358,                 1.4285,                0.90228,                0.88766,                0.94376,                0.68039,                 1.0187,                0.68614,                 1.2626,             0.00059816,             0.00059816,             0.00059816
                    356,                 1.3304,                0.94885,                 1.4462,                0.90657,                 0.8837,                0.94193,                0.67967,                 1.0239,                0.66906,                 1.2603,              0.0005942,              0.0005942,              0.0005942
                    357,                 1.2838,                0.92569,                 1.4431,                0.91389,                0.89003,                 0.9477,                0.69231,                0.99755,                0.65919,                 1.2459,             0.00059024,             0.00059024,             0.00059024
                    358,                  1.305,                 0.9231,                 1.4449,                0.92026,                0.90392,                0.95528,                0.69001,                0.99701,                0.65604,                 1.2476,             0.00058628,             0.00058628,             0.00058628
                    359,                 1.2715,                0.88177,                 1.3862,                0.92006,                0.90269,                0.95383,                0.68724,                0.98581,                0.65537,                 1.2457,             0.00058232,             0.00058232,             0.00058232
                    360,                  1.286,                 0.9101,                 1.4088,                0.91578,                0.89478,                 0.9472,                0.64849,                 1.0725,                0.70696,                 1.2947,             0.00057836,             0.00057836,             0.00057836
                    361,                 1.2778,                0.92926,                 1.4396,                0.91506,                0.89161,                0.95001,                0.66587,                 1.0313,                0.68652,                  1.269,              0.0005744,              0.0005744,              0.0005744
                    362,                 1.3353,                0.93182,                 1.4291,                 0.9187,                 0.8932,                 0.9552,                0.68583,                 1.0027,                0.67185,                 1.2512,             0.00057044,             0.00057044,             0.00057044
                    363,                 1.2676,                0.88008,                 1.3851,                0.91711,                0.89284,                0.95167,                0.67379,                 1.0275,                0.68181,                 1.2667,             0.00056648,             0.00056648,             0.00056648
                    364,                 1.3282,                 0.9021,                 1.4238,                0.92203,                0.89636,                0.95339,                0.66325,                 1.0392,                0.67744,                 1.2777,             0.00056252,             0.00056252,             0.00056252
                    365,                 1.3037,                0.93961,                  1.435,                0.92314,                0.88924,                0.95371,                0.68545,                0.98642,                0.65314,                 1.2454,             0.00055856,             0.00055856,             0.00055856
                    366,                 1.3426,                0.90215,                 1.4312,                  0.924,                 0.8945,                0.95294,                 0.6844,                0.99506,                0.65134,                 1.2429,              0.0005546,              0.0005546,              0.0005546
                    367,                 1.2701,                0.84681,                 1.3824,                0.92828,                0.88054,                0.95278,                0.68982,                0.97979,                0.65153,                 1.2371,             0.00055064,             0.00055064,             0.00055064
                    368,                 1.2944,                 0.9504,                 1.4484,                0.92295,                0.88132,                0.95359,                0.67097,                 1.0267,                0.66363,                 1.2605,             0.00054668,             0.00054668,             0.00054668
                    369,                 1.3279,                0.92579,                 1.4224,                0.92963,                0.87579,                0.95584,                0.67992,                 1.0078,                0.65655,                 1.2476,             0.00054272,             0.00054272,             0.00054272
                    370,                 1.2815,                0.86657,                 1.3964,                0.90702,                0.90295,                0.95829,                0.69832,                0.97182,                0.63731,                 1.2257,             0.00053876,             0.00053876,             0.00053876
                    371,                 1.2774,                0.87494,                 1.3725,                0.90373,                 0.9061,                0.95472,                0.68706,                0.99015,                0.65608,                 1.2392,              0.0005348,              0.0005348,              0.0005348
                    372,                 1.2928,                0.87292,                  1.409,                0.91871,                 0.8837,                0.95551,                0.68863,                0.99275,                0.67041,                 1.2418,             0.00053084,             0.00053084,             0.00053084
                    373,                 1.2679,                0.89998,                 1.4207,                0.92128,                0.88924,                0.95696,                0.69907,                0.96634,                 0.6545,                 1.2255,             0.00052688,             0.00052688,             0.00052688
                    374,                 1.2341,                0.88527,                 1.3984,                0.92276,                 0.8884,                0.95845,                0.70178,                0.98092,                0.63337,                 1.2273,             0.00052292,             0.00052292,             0.00052292
                    375,                 1.2994,                 0.9138,                 1.4192,                0.92357,                0.89241,                0.96027,                0.70351,                0.97322,                0.63059,                 1.2281,             0.00051896,             0.00051896,             0.00051896
                    376,                 1.2974,                0.92265,                 1.4417,                0.92299,                0.89133,                0.96126,                0.71607,                0.93243,                0.62769,                  1.216,               0.000515,               0.000515,               0.000515
                    377,                 1.1993,                 0.8346,                 1.3604,                0.92388,                0.90266,                0.96135,                0.71884,                0.93326,                0.62706,                 1.2153,             0.00051104,             0.00051104,             0.00051104
                    378,                 1.2735,                0.89866,                 1.4367,                0.92422,                0.90427,                 0.9609,                0.71017,                0.94815,                0.62961,                 1.2195,             0.00050708,             0.00050708,             0.00050708
                    379,                 1.2602,                0.87646,                 1.4146,                0.91455,                0.91456,                0.96089,                0.71332,                0.93975,                 0.6272,                 1.2155,             0.00050312,             0.00050312,             0.00050312
                    380,                 1.2215,                0.87844,                 1.3817,                0.92517,                0.90111,                0.95814,                0.71075,                0.94396,                0.61742,                 1.2142,             0.00049916,             0.00049916,             0.00049916
                    381,                 1.3056,                0.90801,                 1.4158,                0.90777,                0.91101,                0.95847,                0.70451,                 0.9663,                0.62462,                  1.223,              0.0004952,              0.0004952,              0.0004952
                    382,                 1.2768,                0.88954,                 1.4088,                0.92377,                0.90111,                0.95709,                0.70615,                0.95528,                0.62823,                 1.2176,             0.00049124,             0.00049124,             0.00049124
                    383,                 1.2738,                0.90389,                 1.4356,                0.92798,                 0.8971,                0.96096,                0.71154,                0.93315,                0.61994,                 1.2088,             0.00048728,             0.00048728,             0.00048728
                    384,                 1.2397,                0.87694,                 1.3834,                0.93553,                0.89551,                0.96033,                0.71375,                0.91672,                0.62346,                 1.1993,             0.00048332,             0.00048332,             0.00048332
                    385,                 1.2087,                0.87346,                 1.4046,                0.92816,                0.90427,                 0.9628,                0.71679,                0.91829,                0.61815,                 1.1993,             0.00047936,             0.00047936,             0.00047936
                    386,                 1.2076,                0.83611,                 1.3542,                0.92078,                0.91038,                0.96478,                0.71608,                0.92651,                0.61626,                 1.2052,              0.0004754,              0.0004754,              0.0004754
                    387,                 1.2187,                0.86947,                 1.3874,                0.92452,                0.90122,                0.96308,                0.72255,                0.91538,                0.60961,                 1.1965,             0.00047144,             0.00047144,             0.00047144
                    388,                  1.225,                0.86744,                 1.3971,                0.93005,                0.90458,                0.96548,                0.72108,                 0.9323,                0.60527,                 1.1963,             0.00046748,             0.00046748,             0.00046748
                    389,                 1.2125,                0.83996,                 1.3639,                0.93108,                0.90852,                0.96732,                0.71942,                0.93522,                0.60556,                 1.1979,             0.00046352,             0.00046352,             0.00046352
                    390,                 1.2066,                 0.8406,                 1.3739,                0.92848,                 0.9106,                0.96581,                0.72405,                0.91301,                0.60526,                 1.1923,             0.00045956,             0.00045956,             0.00045956
                    391,                 1.2413,                0.87583,                 1.3846,                0.93994,                0.89153,                0.96443,                0.72189,                 0.9142,                 0.6025,                 1.1901,              0.0004556,              0.0004556,              0.0004556
                    392,                 1.2501,                0.86123,                 1.3757,                0.93818,                 0.8885,                0.96385,                0.71379,                0.93141,                0.60963,                 1.2003,             0.00045164,             0.00045164,             0.00045164
                    393,                 1.2453,                0.84915,                 1.3766,                0.93122,                0.90111,                 0.9649,                0.71476,                0.92271,                0.60979,                 1.1961,             0.00044768,             0.00044768,             0.00044768
                    394,                 1.2407,                 0.8618,                 1.3658,                0.93948,                0.89953,                0.96426,                0.72311,                0.90142,                0.60879,                 1.1844,             0.00044372,             0.00044372,             0.00044372
                    395,                  1.238,                0.84486,                 1.3697,                0.93051,                0.91103,                0.96674,                0.72406,                0.89833,                0.60664,                 1.1876,             0.00043976,             0.00043976,             0.00043976
                    396,                 1.2034,                0.86657,                 1.3951,                0.93821,                0.90744,                0.96593,                0.72601,                0.90176,                 0.6018,                 1.1923,              0.0004358,              0.0004358,              0.0004358
                    397,                 1.2009,                0.85592,                 1.4037,                0.94335,                0.90032,                0.96574,                0.72472,                 0.9109,                0.60758,                 1.1965,             0.00043184,             0.00043184,             0.00043184
                    398,                 1.2356,                0.86034,                 1.3951,                0.92186,                0.91475,                0.96394,                0.72014,                0.92743,                0.61561,                 1.2012,             0.00042788,             0.00042788,             0.00042788
                    399,                   1.21,                0.85391,                 1.3713,                0.92867,                0.90644,                 0.9633,                0.72319,                0.91486,                 0.6081,                 1.1899,             0.00042392,             0.00042392,             0.00042392
                    400,                 1.2538,                0.86664,                 1.3749,                0.91946,                0.92123,                0.96289,                0.71683,                0.93314,                0.62049,                 1.1993,             0.00041996,             0.00041996,             0.00041996
                    401,                 1.1738,                0.81962,                 1.3592,                0.92945,                 0.9172,                0.96302,                0.71323,                0.93208,                0.62565,                 1.1999,               0.000416,               0.000416,               0.000416
                    402,                 1.2781,                 0.8729,                 1.4364,                0.92468,                  0.913,                0.96452,                0.71935,                0.90483,                0.61104,                 1.1815,             0.00041204,             0.00041204,             0.00041204
                    403,                 1.2264,                0.83629,                 1.3648,                0.93532,                0.91218,                0.96688,                0.72454,                0.89816,                0.60389,                 1.1783,             0.00040808,             0.00040808,             0.00040808
                    404,                 1.2107,                0.85549,                 1.3756,                0.92525,                0.91139,                0.96607,                0.73315,                0.88457,                0.59869,                 1.1766,             0.00040412,             0.00040412,             0.00040412
                    405,                 1.2069,                0.84019,                 1.3577,                  0.923,                0.91139,                0.96395,                 0.7333,                0.89019,                0.59898,                 1.1786,             0.00040016,             0.00040016,             0.00040016
                    406,                 1.2242,                 0.8628,                  1.395,                0.92607,                0.90585,                0.96237,                0.73029,                0.89906,                 0.5986,                 1.1787,              0.0003962,              0.0003962,              0.0003962
                    407,                 1.2192,                0.85029,                 1.3489,                0.91888,                0.91535,                0.96472,                 0.7321,                0.89691,                 0.5934,                 1.1756,             0.00039224,             0.00039224,             0.00039224
                    408,                  1.249,                0.83269,                 1.3585,                0.92292,                0.92839,                0.96629,                0.73294,                0.88901,                0.59284,                 1.1735,             0.00038828,             0.00038828,             0.00038828
                    409,                 1.1935,                0.84354,                 1.3683,                0.93016,                0.92326,                0.96897,                0.73339,                0.88957,                0.58934,                 1.1688,             0.00038432,             0.00038432,             0.00038432
                    410,                 1.2162,                0.84922,                 1.3789,                0.93884,                0.91377,                0.97071,                0.73337,                0.88903,                0.58482,                 1.1689,             0.00038036,             0.00038036,             0.00038036
                    411,                 1.1915,                0.83533,                   1.39,                 0.9453,                0.91606,                0.96988,                0.74044,                0.87506,                0.58321,                 1.1654,              0.0003764,              0.0003764,              0.0003764
                    412,                  1.183,                0.84111,                 1.3533,                0.94207,                0.91347,                0.96679,                0.74598,                0.85402,                0.58211,                 1.1566,             0.00037244,             0.00037244,             0.00037244
                    413,                 1.1743,                0.83388,                 1.3917,                0.92998,                0.91419,                0.96518,                0.74115,                0.86044,                0.59011,                 1.1618,             0.00036848,             0.00036848,             0.00036848
                    414,                  1.175,                 0.8423,                 1.3483,                0.92139,                0.91614,                 0.9617,                0.73198,                0.87749,                0.59657,                 1.1688,             0.00036452,             0.00036452,             0.00036452
                    415,                 1.2019,                0.81107,                  1.348,                0.92238,                0.92134,                0.96253,                0.73308,                0.88327,                0.59275,                 1.1678,             0.00036056,             0.00036056,             0.00036056
                    416,                 1.1686,                0.81914,                 1.3498,                0.93632,                0.91899,                0.96667,                0.74231,                0.86035,                0.58017,                 1.1551,              0.0003566,              0.0003566,              0.0003566
                    417,                 1.1595,                0.81964,                 1.3482,                 0.9454,                 0.9193,                0.96912,                0.74359,                0.85365,                0.57845,                 1.1519,             0.00035264,             0.00035264,             0.00035264
                    418,                 1.1583,                0.82357,                 1.3154,                 0.9422,                0.92484,                0.97131,                0.73642,                0.88788,                0.58782,                 1.1721,             0.00034868,             0.00034868,             0.00034868
                    419,                 1.2067,                0.83689,                 1.3405,                0.94585,                0.92642,                 0.9722,                0.73443,                0.88893,                0.59225,                 1.1737,             0.00034472,             0.00034472,             0.00034472
                    420,                 1.1977,                 0.8473,                 1.3626,                0.94586,                 0.9261,                0.97326,                0.73739,                0.87256,                0.58609,                 1.1619,             0.00034076,             0.00034076,             0.00034076
                    421,                 1.1636,                0.81731,                 1.3435,                0.94376,                0.91851,                0.97222,                0.73782,                0.87622,                0.58235,                 1.1614,              0.0003368,              0.0003368,              0.0003368
                    422,                 1.1523,                0.82209,                 1.3406,                0.93162,                0.91625,                0.97032,                0.73511,                0.87348,                0.58373,                 1.1623,             0.00033284,             0.00033284,             0.00033284
                    423,                 1.2165,                0.83911,                 1.3458,                0.93188,                0.90914,                 0.9703,                 0.7333,                0.87777,                0.58533,                  1.168,             0.00032888,             0.00032888,             0.00032888
                    424,                 1.1795,                0.80194,                 1.3309,                0.93777,                0.91801,                0.97095,                0.74042,                0.85472,                0.57647,                 1.1549,             0.00032492,             0.00032492,             0.00032492
                    425,                 1.1545,                0.83965,                 1.3435,                0.94127,                0.91288,                0.97089,                0.74792,                0.85039,                0.57293,                 1.1507,             0.00032096,             0.00032096,             0.00032096
                    426,                 1.1945,                0.83239,                 1.3408,                0.93999,                  0.917,                0.97082,                0.74641,                0.85723,                0.57455,                 1.1527,               0.000317,               0.000317,               0.000317
                    427,                 1.2048,                0.83317,                 1.3562,                0.93396,                0.91851,                0.97109,                0.74532,                0.85349,                0.57324,                 1.1531,             0.00031304,             0.00031304,             0.00031304
                    428,                 1.1598,                0.79322,                  1.322,                0.93655,                0.92246,                0.97134,                  0.744,                0.86643,                0.57266,                 1.1584,             0.00030908,             0.00030908,             0.00030908
                    429,                 1.2212,                0.84111,                 1.3468,                0.94183,                0.92229,                0.97053,                0.74217,                0.87072,                0.57386,                 1.1566,             0.00030512,             0.00030512,             0.00030512
                    430,                  1.162,                0.83311,                  1.346,                0.95232,                0.91851,                0.97337,                0.74581,                0.86587,                0.57668,                 1.1513,             0.00030116,             0.00030116,             0.00030116
                    431,                 1.2094,                 0.8653,                 1.4003,                 0.9491,                0.92405,                0.97437,                0.74971,                0.85172,                0.57051,                 1.1448,              0.0002972,              0.0002972,              0.0002972
                    432,                 1.1449,                0.81545,                 1.3343,                0.93913,                 0.9276,                0.97361,                0.75533,                0.83519,                0.56419,                 1.1346,             0.00029324,             0.00029324,             0.00029324
                    433,                 1.1479,                0.80963,                 1.3356,                0.93024,                0.92833,                 0.9705,                0.74936,                 0.8363,                0.56999,                 1.1372,             0.00028928,             0.00028928,             0.00028928
                    434,                 1.1702,                0.81046,                 1.3245,                0.91189,                0.93117,                0.96532,                0.74023,                0.85852,                0.59977,                 1.1534,             0.00028532,             0.00028532,             0.00028532
                    435,                 1.1394,                0.79547,                  1.316,                0.92454,                0.92247,                0.96643,                0.74217,                0.85611,                0.59729,                 1.1529,             0.00028136,             0.00028136,             0.00028136
                    436,                 1.1491,                0.79925,                 1.3247,                0.92808,                0.92905,                0.97005,                0.75154,                0.83973,                0.57437,                 1.1403,              0.0002774,              0.0002774,              0.0002774
                    437,                 1.1946,                0.82736,                 1.3479,                0.92771,                0.93404,                 0.9725,                0.75055,                0.84785,                0.56909,                 1.1437,             0.00027344,             0.00027344,             0.00027344
                    438,                 1.1541,                0.78848,                 1.3222,                0.93928,                0.92801,                0.97501,                0.75704,                0.84055,                0.56346,                 1.1446,             0.00026948,             0.00026948,             0.00026948
                    439,                 1.1872,                0.80495,                 1.3242,                 0.9442,                0.93038,                0.97439,                0.75685,                0.83453,                0.56176,                 1.1436,             0.00026552,             0.00026552,             0.00026552
                    440,                 1.1618,                0.79281,                 1.3214,                0.94363,                0.92959,                0.97474,                0.74801,                 0.8459,                0.56196,                 1.1496,             0.00026156,             0.00026156,             0.00026156
                    441,                 1.2022,                0.85933,                 1.3987,                0.94338,                 0.9288,                0.97438,                0.74987,                 0.8387,                0.56225,                  1.145,              0.0002576,              0.0002576,              0.0002576
                    442,                 1.1532,                0.77235,                 1.3292,                0.94909,                0.92922,                 0.9747,                0.75004,                0.83117,                0.56113,                  1.137,             0.00025364,             0.00025364,             0.00025364
                    443,                 1.1648,                0.81721,                 1.3486,                0.95184,                0.92563,                0.97485,                0.75043,                0.83062,                0.56273,                 1.1364,             0.00024968,             0.00024968,             0.00024968
                    444,                 1.1674,                0.81634,                 1.3496,                0.94501,                0.93196,                0.97405,                0.75547,                 0.8251,                0.56423,                 1.1398,             0.00024572,             0.00024572,             0.00024572
                    445,                 1.1961,                0.81666,                 1.3422,                0.94383,                0.93048,                0.97309,                0.75286,                0.83795,                0.56739,                 1.1455,             0.00024176,             0.00024176,             0.00024176
                    446,                 1.1649,                0.81894,                  1.331,                0.93877,                0.93391,                0.97169,                0.74983,                0.83934,                0.56945,                 1.1438,              0.0002378,              0.0002378,              0.0002378
                    447,                 1.1546,                0.80945,                 1.3221,                0.93983,                0.93434,                0.97178,                0.75254,                0.83438,                0.56663,                 1.1406,             0.00023384,             0.00023384,             0.00023384
                    448,                  1.119,                  0.773,                 1.2995,                0.93719,                0.93255,                0.97385,                0.76173,                0.81302,                0.55794,                 1.1301,             0.00022988,             0.00022988,             0.00022988
                    449,                 1.1674,                0.80622,                 1.3529,                0.93543,                 0.9288,                0.97431,                0.76156,                0.81383,                 0.5546,                 1.1288,             0.00022592,             0.00022592,             0.00022592
                    450,                 1.1434,                0.78903,                 1.3184,                0.93391,                0.93117,                0.97349,                0.75679,                0.82296,                0.55331,                 1.1351,             0.00022196,             0.00022196,             0.00022196
                    451,                 1.1233,                0.80142,                 1.3243,                0.93049,                0.93671,                0.97387,                0.75805,                0.81976,                 0.5496,                 1.1322,               0.000218,               0.000218,               0.000218
                    452,                  1.173,                0.84746,                 1.3743,                0.94139,                 0.9277,                 0.9733,                0.76293,                0.81852,                0.54788,                 1.1252,             0.00021404,             0.00021404,             0.00021404
                    453,                 1.1958,                0.81842,                 1.3457,                   0.94,                0.92953,                0.97159,                0.76097,                0.82465,                 0.5523,                 1.1271,             0.00021008,             0.00021008,             0.00021008
                    454,                 1.2011,                0.82177,                 1.3469,                 0.9321,                0.93196,                0.97048,                0.76084,                0.82173,                 0.5577,                 1.1269,             0.00020612,             0.00020612,             0.00020612
                    455,                 1.1444,                 0.8003,                 1.3152,                0.93412,                0.92959,                0.97066,                0.76348,                0.81817,                0.55779,                 1.1268,             0.00020216,             0.00020216,             0.00020216
                    456,                 1.1399,                 0.7944,                 1.3332,                0.93471,                0.92868,                0.97125,                0.76373,                0.81064,                0.55374,                 1.1265,              0.0001982,              0.0001982,              0.0001982
