                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.8579,                 1.5164,                  1.898,                0.68423,                0.61373,                0.69098,                0.35469,                 1.6495,                 1.3699,                  1.801,              0.0014179,              0.0014179,              0.0014179
                    149,                 1.8267,                 1.5021,                 1.8685,                0.67106,                0.59396,                0.67194,                0.32457,                   1.72,                 1.3965,                 1.8482,              0.0014139,              0.0014139,              0.0014139
                    150,                 1.8108,                 1.5063,                 1.8784,                 0.6359,                0.59098,                0.64036,                0.32952,                  1.695,                 1.4809,                  1.834,                0.00141,                0.00141,                0.00141
                    151,                 1.8077,                 1.4799,                 1.8528,                0.67805,                0.60316,                0.67539,                0.34685,                 1.6782,                 1.4097,                 1.8164,               0.001406,               0.001406,               0.001406
                    152,                 1.8028,                 1.4104,                 1.8294,                0.67879,                0.63364,                 0.6935,                0.35172,                 1.6652,                 1.3412,                 1.8195,               0.001402,               0.001402,               0.001402
                    153,                 1.7995,                 1.4501,                 1.8558,                0.70734,                 0.6337,                0.70792,                0.35883,                  1.655,                 1.3156,                 1.8179,              0.0013981,              0.0013981,              0.0013981
                    154,                 1.7501,                 1.4282,                 1.8476,                0.69446,                0.60598,                0.68937,                0.36172,                 1.6459,                 1.3265,                 1.7943,              0.0013941,              0.0013941,              0.0013941
                    155,                 1.8024,                 1.4731,                 1.8251,                0.64782,                0.63012,                0.66619,                0.34043,                 1.7029,                 1.3601,                 1.8336,              0.0013902,              0.0013902,              0.0013902
                    156,                 1.8151,                 1.4668,                   1.87,                0.60936,                 0.6163,                0.64395,                0.34518,                 1.6327,                 1.3677,                 1.7875,              0.0013862,              0.0013862,              0.0013862
                    157,                 1.7921,                  1.471,                 1.8365,                0.61672,                0.60466,                0.65252,                0.34722,                 1.6268,                 1.3811,                 1.7907,              0.0013822,              0.0013822,              0.0013822
                    158,                 1.8337,                 1.5163,                 1.8306,                0.65447,                0.60988,                0.65298,                 0.3187,                 1.6794,                 1.4303,                 1.8337,              0.0013783,              0.0013783,              0.0013783
                    159,                 1.7936,                 1.4942,                 1.8288,                0.64235,                0.62025,                0.66304,                0.30723,                 1.7158,                 1.4011,                 1.8381,              0.0013743,              0.0013743,              0.0013743
                    160,                 1.8445,                 1.4824,                 1.8754,                0.66803,                0.61946,                0.68689,                0.33812,                 1.6508,                 1.3844,                 1.7889,              0.0013704,              0.0013704,              0.0013704
                    161,                 1.8115,                 1.5375,                 1.8692,                0.69678,                0.60358,                0.68492,                0.34643,                 1.6502,                 1.4014,                 1.7932,              0.0013664,              0.0013664,              0.0013664
                    162,                 1.7814,                 1.4949,                 1.8434,                0.71213,                0.60759,                0.69785,                0.36807,                 1.6159,                 1.3272,                 1.7627,              0.0013624,              0.0013624,              0.0013624
                    163,                 1.7778,                 1.4438,                 1.8468,                0.65192,                0.63608,                0.67586,                0.33662,                 1.6902,                 1.3919,                 1.8145,              0.0013585,              0.0013585,              0.0013585
                    164,                 1.7866,                  1.405,                 1.8178,                0.72125,                  0.625,                0.71106,                0.36072,                 1.6732,                 1.3352,                 1.7976,              0.0013545,              0.0013545,              0.0013545
                    165,                 1.7376,                 1.4221,                 1.8179,                0.73715,                0.63687,                0.73205,                0.39704,                 1.5739,                 1.2625,                 1.7271,              0.0013506,              0.0013506,              0.0013506
                    166,                 1.7269,                 1.3933,                 1.7928,                0.66269,                0.60601,                0.66387,                0.34773,                 1.6706,                 1.3975,                  1.806,              0.0013466,              0.0013466,              0.0013466
                    167,                 1.7263,                 1.4272,                 1.8279,                0.68799,                0.62342,                0.68631,                0.36022,                 1.6376,                  1.362,                 1.7874,              0.0013426,              0.0013426,              0.0013426
                    168,                 1.7106,                 1.3827,                 1.7864,                0.73264,                0.65506,                0.73201,                0.39358,                 1.5996,                  1.251,                 1.7501,              0.0013387,              0.0013387,              0.0013387
                    169,                 1.7048,                 1.3761,                  1.767,                0.69824,                0.66816,                0.71729,                0.37963,                 1.6026,                 1.2825,                 1.7532,              0.0013347,              0.0013347,              0.0013347
                    170,                 1.7356,                  1.408,                 1.8227,                0.71123,                 0.6606,                0.72982,                0.38795,                 1.5775,                 1.2496,                 1.7356,              0.0013308,              0.0013308,              0.0013308
                    171,                 1.7239,                  1.384,                 1.8051,                 0.7099,                 0.6337,                0.71599,                0.38053,                 1.6005,                 1.2824,                 1.7551,              0.0013268,              0.0013268,              0.0013268
                    172,                 1.7949,                 1.4632,                 1.8629,                0.69195,                0.64636,                0.71901,                0.39627,                 1.5755,                 1.2748,                 1.7383,              0.0013228,              0.0013228,              0.0013228
                    173,                 1.6871,                 1.3993,                 1.8213,                0.73768,                0.63449,                0.73396,                0.40714,                 1.5654,                 1.2704,                 1.7265,              0.0013189,              0.0013189,              0.0013189
                    174,                 1.7038,                 1.3238,                 1.7267,                0.76345,                0.64399,                0.75011,                0.39575,                 1.5773,                 1.2399,                 1.7438,              0.0013149,              0.0013149,              0.0013149
                    175,                 1.7559,                 1.4155,                 1.8366,                0.72064,                0.66123,                0.73816,                0.37483,                 1.6182,                 1.2641,                 1.7751,               0.001311,               0.001311,               0.001311
                    176,                 1.7639,                 1.4295,                 1.8249,                 0.7593,                0.65744,                0.76062,                0.41292,                 1.5489,                 1.2241,                 1.7265,               0.001307,               0.001307,               0.001307
                    177,                 1.6819,                 1.3675,                 1.7398,                0.73019,                0.67484,                0.74447,                0.40209,                 1.5767,                 1.2471,                 1.7492,               0.001303,               0.001303,               0.001303
                    178,                 1.6837,                 1.3506,                 1.7688,                0.71439,                0.66456,                0.74462,                 0.4046,                 1.5679,                 1.2181,                 1.7206,              0.0012991,              0.0012991,              0.0012991
                    179,                 1.6999,                 1.3459,                 1.7574,                0.72479,                0.67716,                0.75183,                0.40829,                 1.5723,                 1.2056,                 1.7182,              0.0012951,              0.0012951,              0.0012951
                    180,                 1.6935,                 1.3533,                 1.7944,                0.71417,                0.68275,                0.74595,                0.39798,                 1.5801,                 1.2152,                 1.7316,              0.0012912,              0.0012912,              0.0012912
                    181,                 1.7363,                  1.372,                 1.7554,                 0.7278,                0.66843,                0.75168,                0.39603,                 1.5936,                 1.2159,                 1.7375,              0.0012872,              0.0012872,              0.0012872
                    182,                 1.7419,                 1.3564,                 1.7662,                0.73106,                0.69304,                0.75656,                0.40197,                 1.5856,                 1.1993,                 1.7151,              0.0012832,              0.0012832,              0.0012832
                    183,                  1.707,                   1.39,                 1.8118,                0.73348,                0.67722,                0.75534,                0.40549,                 1.5919,                 1.2032,                 1.7231,              0.0012793,              0.0012793,              0.0012793
                    184,                 1.7274,                 1.3457,                 1.7556,                0.71799,                0.67405,                0.74629,                0.41721,                 1.5154,                 1.2286,                 1.6858,              0.0012753,              0.0012753,              0.0012753
                    185,                 1.7238,                 1.3122,                  1.741,                0.70421,                0.61076,                0.69606,                0.34784,                 1.6871,                 1.3899,                 1.7987,              0.0012714,              0.0012714,              0.0012714
                    186,                 1.6804,                 1.3715,                  1.769,                0.73171,                0.66241,                0.75418,                0.40183,                 1.5685,                 1.2725,                  1.702,              0.0012674,              0.0012674,              0.0012674
                    187,                 1.7496,                 1.4347,                 1.8041,                0.75524,                0.67863,                0.76403,                0.41675,                 1.5372,                 1.2114,                 1.6868,              0.0012634,              0.0012634,              0.0012634
                    188,                 1.7136,                  1.346,                 1.7723,                0.73017,                0.65981,                0.75327,                 0.4083,                 1.5426,                 1.2465,                 1.7156,              0.0012595,              0.0012595,              0.0012595
                    189,                 1.6892,                  1.344,                 1.7433,                0.73831,                0.65823,                0.75489,                0.40701,                 1.5594,                 1.2213,                 1.7237,              0.0012555,              0.0012555,              0.0012555
                    190,                 1.6877,                   1.37,                 1.7808,                0.76141,                0.66906,                0.76921,                0.41871,                 1.5581,                  1.211,                 1.7028,              0.0012516,              0.0012516,              0.0012516
                    191,                 1.7019,                 1.3458,                 1.7357,                0.74465,                0.67366,                0.76158,                 0.4077,                 1.5895,                 1.2459,                 1.7184,              0.0012476,              0.0012476,              0.0012476
                    192,                 1.6816,                  1.287,                  1.715,                0.75331,                0.69383,                0.78162,                0.41335,                 1.6019,                 1.1737,                 1.7241,              0.0012436,              0.0012436,              0.0012436
                    193,                 1.7034,                  1.354,                 1.7595,                0.77445,                 0.6954,                0.79212,                0.43872,                 1.5464,                 1.1389,                 1.6863,              0.0012397,              0.0012397,              0.0012397
                    194,                 1.6442,                 1.2569,                 1.6759,                0.76589,                0.69225,                0.78713,                 0.4521,                 1.4895,                 1.1557,                 1.6428,              0.0012357,              0.0012357,              0.0012357
                    195,                 1.7257,                  1.313,                 1.7261,                0.75909,                0.70095,                0.77878,                0.44334,                 1.5003,                 1.1547,                 1.6541,              0.0012318,              0.0012318,              0.0012318
                    196,                 1.6359,                 1.3423,                 1.8013,                0.75955,                0.64873,                0.74991,                0.40506,                 1.6052,                 1.2537,                 1.7294,              0.0012278,              0.0012278,              0.0012278
                    197,                 1.7031,                 1.3302,                 1.7595,                0.75116,                0.63608,                0.73572,                0.40144,                 1.5969,                 1.2717,                 1.7306,              0.0012238,              0.0012238,              0.0012238
                    198,                 1.6855,                 1.3449,                 1.7545,                0.74017,                0.69637,                0.77492,                0.43907,                 1.4992,                 1.1259,                  1.668,              0.0012199,              0.0012199,              0.0012199
                    199,                 1.6265,                 1.2531,                 1.6684,                0.74425,                0.70095,                0.77174,                0.41513,                 1.5557,                 1.1539,                 1.7055,              0.0012159,              0.0012159,              0.0012159
                    200,                 1.6899,                 1.3213,                 1.7745,                0.77179,                0.69304,                0.79495,                0.45659,                 1.4662,                   1.11,                 1.6312,               0.001212,               0.001212,               0.001212
                    201,                 1.6948,                 1.2719,                 1.7475,                0.78377,                0.70332,                 0.8004,                0.45484,                 1.4601,                 1.1201,                 1.6267,               0.001208,               0.001208,               0.001208
                    202,                 1.6476,                 1.3008,                 1.7244,                0.76826,                0.72652,                0.79219,                0.45976,                 1.4729,                 1.1327,                 1.6522,               0.001204,               0.001204,               0.001204
                    203,                 1.6557,                 1.2465,                 1.7159,                0.77083,                0.73497,                 0.7947,                0.46539,                 1.4499,                 1.0928,                 1.6376,              0.0012001,              0.0012001,              0.0012001
                    204,                 1.6394,                 1.2221,                 1.6803,                0.79059,                0.71684,                0.80843,                 0.4749,                 1.4338,                 1.0814,                 1.6102,              0.0011961,              0.0011961,              0.0011961
                    205,                 1.6765,                 1.2206,                 1.6956,                0.75132,                0.74815,                0.80691,                0.46568,                 1.4471,                 1.1059,                 1.6217,              0.0011922,              0.0011922,              0.0011922
                    206,                 1.6301,                 1.2777,                 1.7547,                0.78925,                0.71044,                0.81427,                0.46296,                 1.4711,                 1.0847,                 1.6368,              0.0011882,              0.0011882,              0.0011882
                    207,                 1.6639,                 1.2955,                 1.7455,                0.79651,                 0.7057,                 0.8116,                0.48308,                 1.4289,                 1.1045,                 1.6068,              0.0011842,              0.0011842,              0.0011842
                    208,                 1.6576,                  1.335,                  1.714,                0.77133,                0.65648,                0.76922,                 0.4526,                 1.4705,                  1.202,                  1.647,              0.0011803,              0.0011803,              0.0011803
                    209,                 1.5967,                 1.2096,                 1.6732,                0.75146,                0.70326,                0.79152,                0.45952,                 1.4636,                 1.1138,                  1.638,              0.0011763,              0.0011763,              0.0011763
                    210,                 1.6267,                 1.2799,                 1.7298,                0.78546,                0.72706,                0.81547,                0.47159,                 1.4201,                 1.0659,                  1.597,              0.0011724,              0.0011724,              0.0011724
                    211,                 1.6282,                 1.2263,                 1.6714,                0.77078,                0.72891,                 0.8102,                0.47499,                 1.4137,                 1.0709,                 1.5838,              0.0011684,              0.0011684,              0.0011684
                    212,                 1.6215,                 1.2616,                 1.6903,                0.76791,                 0.7057,                0.78578,                 0.4368,                 1.4829,                 1.1288,                 1.6295,              0.0011644,              0.0011644,              0.0011644
                    213,                 1.5902,                 1.2134,                 1.6468,                0.76316,                0.72654,                0.78779,                0.43592,                 1.4844,                 1.1107,                 1.6354,              0.0011605,              0.0011605,              0.0011605
                    214,                 1.6183,                 1.2082,                 1.6739,                0.80802,                0.72706,                0.83267,                0.49987,                 1.3922,                 1.0232,                 1.5769,              0.0011565,              0.0011565,              0.0011565
                    215,                 1.5977,                 1.2323,                 1.6731,                0.79342,                0.73576,                0.82092,                0.49202,                 1.4005,                  1.035,                 1.5857,              0.0011526,              0.0011526,              0.0011526
                    216,                  1.635,                 1.2148,                  1.677,                0.78789,                0.72879,                0.82211,                0.49269,                 1.3694,                 1.0423,                  1.569,              0.0011486,              0.0011486,              0.0011486
                    217,                 1.5957,                 1.1932,                 1.6487,                0.80018,                 0.7318,                0.82403,                0.48887,                 1.3833,                 1.0356,                 1.5743,              0.0011446,              0.0011446,              0.0011446
                    218,                 1.6227,                  1.266,                 1.7016,                0.77548,                0.73231,                0.82279,                 0.4811,                 1.4038,                 1.0573,                 1.5871,              0.0011407,              0.0011407,              0.0011407
                    219,                 1.5585,                 1.2501,                 1.6699,                 0.7948,                 0.7293,                 0.8218,                0.48424,                 1.4147,                 1.0433,                 1.5861,              0.0011367,              0.0011367,              0.0011367
                    220,                 1.6632,                 1.1806,                 1.6552,                0.77518,                0.72231,                0.81295,                0.49646,                 1.3666,                 1.0226,                 1.5615,              0.0011328,              0.0011328,              0.0011328
                    221,                 1.6382,                 1.2592,                 1.7168,                0.79367,                0.72428,                0.82241,                0.49842,                 1.3668,                 1.0072,                 1.5656,              0.0011288,              0.0011288,              0.0011288
                    222,                 1.5932,                 1.1958,                 1.6876,                0.79334,                0.74921,                0.83175,                0.49935,                 1.3724,                 1.0052,                 1.5501,              0.0011248,              0.0011248,              0.0011248
                    223,                 1.6027,                 1.2455,                 1.6736,                0.77675,                0.74596,                0.82439,                0.49124,                  1.388,                 1.0243,                 1.5566,              0.0011209,              0.0011209,              0.0011209
                    224,                  1.633,                 1.2323,                 1.6702,                0.78982,                0.74026,                0.82471,                0.50475,                 1.3681,                 1.0006,                 1.5452,              0.0011169,              0.0011169,              0.0011169
                    225,                 1.5898,                 1.1975,                 1.6572,                0.75724,                0.75316,                0.81014,                0.48139,                 1.4296,                 1.0326,                 1.5895,               0.001113,               0.001113,               0.001113
                    226,                   1.61,                 1.3071,                 1.6891,                0.73509,                0.71128,                0.78538,                0.46794,                 1.4345,                 1.0766,                 1.6028,               0.001109,               0.001109,               0.001109
                    227,                 1.6074,                 1.2095,                 1.6692,                0.77528,                 0.7315,                0.81497,                0.48182,                 1.4238,                 1.0322,                 1.5939,               0.001105,               0.001105,               0.001105
                    228,                 1.5547,                 1.1777,                 1.6405,                0.75625,                0.74129,                0.81705,                0.46315,                 1.4665,                 1.1109,                 1.6234,              0.0011011,              0.0011011,              0.0011011
                    229,                 1.6224,                 1.2469,                 1.7027,                0.77383,                0.74525,                0.82555,                0.47894,                 1.4129,                 1.0633,                 1.5824,              0.0010971,              0.0010971,              0.0010971
                    230,                 1.5466,                 1.1661,                 1.6432,                0.80706,                0.74763,                0.83961,                0.49752,                 1.3759,                 1.0013,                 1.5715,              0.0010932,              0.0010932,              0.0010932
                    231,                 1.6045,                 1.2576,                 1.7102,                0.81422,                0.75316,                0.84159,                0.50426,                 1.3744,                0.99369,                 1.5715,              0.0010892,              0.0010892,              0.0010892
                    232,                 1.5907,                  1.225,                 1.6517,                0.82566,                0.74288,                0.83171,                0.50821,                 1.3573,                 1.0548,                 1.5543,              0.0010852,              0.0010852,              0.0010852
                    233,                 1.5875,                 1.1986,                 1.6637,                0.80673,                0.75158,                0.83857,                0.51289,                 1.3537,                 1.0392,                 1.5502,              0.0010813,              0.0010813,              0.0010813
                    234,                 1.5867,                 1.1598,                 1.6687,                0.80087,                0.76108,                 0.8458,                0.49687,                  1.411,                0.99424,                 1.5938,              0.0010773,              0.0010773,              0.0010773
                    235,                 1.6306,                 1.2489,                 1.6972,                0.82541,                0.77048,                0.85562,                0.51089,                 1.3711,                0.96659,                 1.5564,              0.0010734,              0.0010734,              0.0010734
                    236,                 1.5647,                 1.1639,                 1.6253,                0.82474,                0.75079,                0.84975,                0.51387,                 1.3494,                0.98264,                 1.5266,              0.0010694,              0.0010694,              0.0010694
                    237,                 1.5727,                 1.2279,                 1.6525,                0.81833,                0.73892,                0.83531,                 0.5013,                 1.3887,                 1.0052,                 1.5567,              0.0010654,              0.0010654,              0.0010654
                    238,                 1.5708,                 1.2172,                  1.651,                0.80573,                0.75139,                0.83201,                 0.5184,                 1.3477,                0.99895,                 1.5311,              0.0010615,              0.0010615,              0.0010615
                    239,                 1.5574,                 1.2125,                 1.6587,                  0.812,                0.74604,                0.83578,                0.52198,                 1.3295,                0.98122,                 1.5233,              0.0010575,              0.0010575,              0.0010575
                    240,                 1.5773,                 1.2159,                 1.6575,                0.81215,                 0.7587,                0.84428,                0.52543,                 1.3241,                0.95227,                  1.509,              0.0010536,              0.0010536,              0.0010536
                    241,                 1.5408,                 1.1781,                 1.6194,                0.81125,                0.76503,                0.85412,                0.52902,                 1.3162,                0.95804,                 1.4994,              0.0010496,              0.0010496,              0.0010496
                    242,                  1.496,                 1.1744,                 1.6212,                0.81795,                0.78165,                0.86773,                0.53005,                 1.3118,                0.97242,                 1.5019,              0.0010456,              0.0010456,              0.0010456
                    243,                 1.5762,                 1.1722,                 1.6597,                0.84913,                0.76741,                0.87145,                0.54511,                 1.2882,                0.95789,                  1.491,              0.0010417,              0.0010417,              0.0010417
                    244,                 1.5121,                 1.1555,                 1.6336,                 0.8447,                0.77294,                0.86537,                0.54212,                 1.3064,                0.94002,                 1.4955,              0.0010377,              0.0010377,              0.0010377
                    245,                 1.5675,                 1.2228,                 1.6628,                0.83413,                0.77977,                0.87064,                0.54864,                 1.2904,                0.94138,                 1.4919,              0.0010338,              0.0010338,              0.0010338
                    246,                 1.5016,                 1.1071,                 1.5708,                0.83375,                0.76741,                0.85843,                0.50531,                 1.3772,                0.96229,                 1.5426,              0.0010298,              0.0010298,              0.0010298
                    247,                 1.5551,                 1.1375,                 1.6099,                0.80558,                0.76382,                0.85411,                0.50071,                 1.3798,                0.97089,                 1.5369,              0.0010258,              0.0010258,              0.0010258
                    248,                 1.5817,                 1.1602,                 1.6117,                0.85103,                0.75929,                0.86241,                0.53223,                  1.311,                0.94326,                 1.4918,              0.0010219,              0.0010219,              0.0010219
                    249,                 1.5137,                 1.1159,                 1.5959,                0.85699,                 0.7682,                0.87217,                0.54523,                  1.279,                0.92728,                 1.4828,              0.0010179,              0.0010179,              0.0010179
                    250,                 1.5146,                 1.1218,                 1.6104,                 0.8476,                0.76563,                0.87009,                0.55115,                 1.2774,                0.92309,                  1.482,               0.001014,               0.001014,               0.001014
                    251,                 1.5231,                 1.1303,                 1.5994,                0.81543,                0.78294,                0.86296,                0.53391,                  1.333,                 0.9441,                 1.5054,                0.00101,                0.00101,                0.00101
                    252,                 1.5467,                 1.1908,                 1.6419,                0.84145,                0.75994,                0.87547,                0.55534,                 1.2681,                0.93972,                 1.4632,               0.001006,               0.001006,               0.001006
                    253,                 1.5145,                 1.1358,                 1.5663,                0.84163,                 0.7682,                 0.8741,                0.55843,                 1.2607,                0.92114,                 1.4586,              0.0010021,              0.0010021,              0.0010021
                    254,                  1.539,                 1.1421,                 1.5974,                0.80885,                0.79114,                0.87052,                 0.5433,                 1.3215,                0.93452,                 1.4807,             0.00099812,             0.00099812,             0.00099812
                    255,                 1.5025,                 1.1607,                 1.6204,                0.79959,                 0.7856,                0.86552,                0.53715,                 1.3267,                0.94082,                 1.4843,             0.00099416,             0.00099416,             0.00099416
                    256,                 1.5045,                 1.1271,                 1.5827,                0.83238,                0.80142,                0.88925,                0.55843,                   1.28,                0.88503,                 1.4683,              0.0009902,              0.0009902,              0.0009902
                    257,                 1.4863,                 1.0715,                 1.5515,                0.83808,                 0.8026,                0.88581,                0.55525,                 1.2676,                0.90565,                 1.4641,             0.00098624,             0.00098624,             0.00098624
                    258,                 1.4903,                 1.1032,                 1.5826,                0.85405,                  0.787,                0.87648,                0.54541,                 1.2799,                0.93755,                 1.4711,             0.00098228,             0.00098228,             0.00098228
                    259,                 1.4937,                 1.1444,                 1.5843,                0.85178,                0.79114,                0.88272,                0.55497,                 1.2771,                0.91677,                 1.4662,             0.00097832,             0.00097832,             0.00097832
                    260,                 1.5673,                  1.143,                 1.6173,                0.84376,                0.76899,                 0.8696,                0.54556,                 1.2983,                 0.9243,                 1.4927,             0.00097436,             0.00097436,             0.00097436
                    261,                 1.5316,                 1.0954,                 1.5965,                0.84923,                0.77539,                0.87211,                0.54134,                 1.3231,                0.91379,                  1.509,              0.0009704,              0.0009704,              0.0009704
                    262,                  1.562,                 1.1712,                 1.6598,                0.85258,                0.77323,                0.87854,                0.55776,                 1.3047,                0.89098,                 1.4709,             0.00096644,             0.00096644,             0.00096644
                    263,                 1.5925,                 1.1759,                 1.6486,                0.84615,                0.77887,                0.86968,                0.54498,                  1.332,                0.91141,                 1.4868,             0.00096248,             0.00096248,             0.00096248
                    264,                 1.4621,                 1.1053,                 1.5865,                0.81923,                0.80775,                0.88148,                0.56397,                 1.2794,                0.88967,                  1.465,             0.00095852,             0.00095852,             0.00095852
                    265,                 1.4786,                 1.1025,                  1.584,                0.82714,                0.80459,                0.88489,                0.55307,                 1.3102,                0.90219,                 1.4847,             0.00095456,             0.00095456,             0.00095456
                    266,                 1.4572,                 1.0687,                 1.5441,                0.82372,                0.78002,                0.87698,                0.56518,                 1.2613,                0.91522,                 1.4492,              0.0009506,              0.0009506,              0.0009506
                    267,                 1.5354,                  1.172,                 1.6334,                0.81122,                0.82041,                0.88305,                0.56314,                 1.2818,                0.89678,                 1.4563,             0.00094664,             0.00094664,             0.00094664
                    268,                  1.502,                 1.0782,                 1.5737,                0.85074,                0.78639,                0.88353,                0.57078,                 1.2548,                0.87763,                 1.4566,             0.00094268,             0.00094268,             0.00094268
                    269,                 1.4536,                  1.085,                 1.5789,                0.86225,                0.78741,                0.88539,                0.57496,                 1.2402,                0.86908,                 1.4534,             0.00093872,             0.00093872,             0.00093872
                    270,                 1.4887,                 1.0709,                 1.5758,                 0.8554,                0.80538,                0.88701,                0.57973,                 1.2338,                0.87987,                 1.4425,             0.00093476,             0.00093476,             0.00093476
                    271,                  1.454,                  1.066,                 1.5455,                 0.8506,                0.80775,                0.88268,                0.57107,                 1.2698,                0.90435,                 1.4585,              0.0009308,              0.0009308,              0.0009308
                    272,                 1.5232,                 1.1036,                  1.573,                0.87653,                0.79747,                 0.8939,                0.56663,                 1.2568,                0.89108,                 1.4581,             0.00092684,             0.00092684,             0.00092684
                    273,                 1.4631,                   1.08,                 1.5628,                0.86814,                0.81092,                0.89615,                0.56469,                 1.2642,                0.87999,                 1.4644,             0.00092288,             0.00092288,             0.00092288
                    274,                 1.4843,                 1.0624,                 1.5598,                0.84677,                0.81883,                0.89701,                0.58241,                  1.217,                0.85151,                 1.4239,             0.00091892,             0.00091892,             0.00091892
                    275,                 1.4216,                 1.0826,                 1.5807,                0.86529,                0.80802,                0.89783,                0.58982,                 1.2157,                0.84018,                 1.4231,             0.00091496,             0.00091496,             0.00091496
                    276,                 1.4874,                 1.1084,                 1.5967,                0.86866,                0.81646,                0.90346,                0.59708,                 1.1985,                0.83547,                 1.4121,               0.000911,               0.000911,               0.000911
                    277,                 1.4326,                 1.0801,                 1.5424,                0.86692,                0.81431,                 0.9036,                0.57933,                 1.2322,                0.83802,                 1.4331,             0.00090704,             0.00090704,             0.00090704
                    278,                 1.4317,                 1.0546,                 1.5524,                  0.856,                0.83149,                0.90662,                0.59068,                 1.2058,                0.82311,                   1.42,             0.00090308,             0.00090308,             0.00090308
                    279,                 1.4624,                 1.0761,                 1.5539,                0.85159,                0.82674,                0.90042,                0.58241,                 1.2209,                0.85015,                 1.4279,             0.00089912,             0.00089912,             0.00089912
                    280,                 1.4952,                 1.1417,                 1.5868,                0.84763,                0.83465,                0.90389,                0.59934,                 1.1827,                0.84953,                 1.4036,             0.00089516,             0.00089516,             0.00089516
                    281,                 1.4209,                 1.0798,                 1.5434,                0.86181,                0.82399,                0.90772,                0.60982,                 1.1696,                 0.8347,                 1.3944,              0.0008912,              0.0008912,              0.0008912
                    282,                 1.4119,                 1.0733,                 1.5601,                 0.8478,                0.82674,                0.90453,                0.60804,                 1.1718,                0.82891,                 1.3968,             0.00088724,             0.00088724,             0.00088724
                    283,                 1.4382,                 1.0726,                 1.5768,                0.83425,                0.84731,                0.90223,                0.60619,                 1.1708,                0.81566,                 1.3899,             0.00088328,             0.00088328,             0.00088328
                    284,                  1.434,                 1.0426,                 1.5519,                0.86075,                0.81566,                0.90589,                0.58682,                 1.2232,                0.82015,                 1.4244,             0.00087932,             0.00087932,             0.00087932
                    285,                 1.4411,                 1.0508,                 1.5698,                0.86473,                0.84177,                0.91276,                0.59148,                 1.2114,                 0.8065,                 1.4117,             0.00087536,             0.00087536,             0.00087536
                    286,                 1.4702,                 1.0241,                 1.5299,                0.85674,                 0.8394,                 0.9102,                0.59203,                 1.2155,                0.81112,                 1.4104,              0.0008714,              0.0008714,              0.0008714
                    287,                 1.4815,                 1.1107,                 1.5646,                 0.8795,                0.81995,                0.90987,                0.59607,                 1.2069,                0.82074,                 1.4055,             0.00086744,             0.00086744,             0.00086744
                    288,                 1.4379,                 1.0494,                 1.5383,                0.88589,                0.81092,                0.90611,                0.59782,                 1.1868,                0.83062,                 1.3989,             0.00086348,             0.00086348,             0.00086348
                    289,                 1.4108,                 1.0193,                 1.4948,                0.86235,                 0.8426,                0.91025,                0.59617,                 1.1825,                0.82223,                 1.3993,             0.00085952,             0.00085952,             0.00085952
                    290,                 1.4297,                 1.0719,                 1.5452,                0.85491,                0.84377,                0.91188,                0.59079,                 1.2003,                 0.8363,                 1.4079,             0.00085556,             0.00085556,             0.00085556
                    291,                 1.4087,                  1.009,                 1.5152,                0.84111,                0.84601,                0.91139,                0.59316,                 1.1823,                0.83393,                 1.3963,              0.0008516,              0.0008516,              0.0008516
                    292,                 1.4564,                 1.0454,                 1.5892,                0.88924,                0.81301,                0.91095,                0.61509,                 1.1458,                0.79161,                 1.3678,             0.00084764,             0.00084764,             0.00084764
                    293,                 1.3911,                 1.0405,                  1.551,                0.88861,                0.81487,                0.91105,                0.61614,                  1.155,                 0.7884,                  1.373,             0.00084368,             0.00084368,             0.00084368
                    294,                 1.4384,                 1.0649,                 1.5719,                0.87963,                 0.8383,                0.91583,                0.62009,                 1.1629,                 0.7838,                 1.3868,             0.00083972,             0.00083972,             0.00083972
                    295,                 1.3838,                  1.048,                  1.527,                0.89277,                0.85522,                0.92693,                0.63389,                 1.1358,                0.76771,                 1.3656,             0.00083576,             0.00083576,             0.00083576
                    296,                 1.4094,                  1.024,                 1.5134,                0.89424,                 0.8394,                0.92677,                0.62884,                 1.1382,                0.76925,                  1.364,              0.0008318,              0.0008318,              0.0008318
                    297,                 1.3864,                 1.0018,                 1.5192,                0.87508,                0.84795,                0.92472,                0.61871,                 1.1471,                0.77492,                 1.3742,             0.00082784,             0.00082784,             0.00082784
                    298,                 1.3787,                0.98879,                 1.4989,                0.88687,                0.84573,                0.92604,                0.62978,                 1.1248,                0.76224,                 1.3634,             0.00082388,             0.00082388,             0.00082388
                    299,                 1.3683,                 0.9677,                 1.4914,                 0.8668,                0.85918,                0.92636,                   0.63,                 1.1227,                0.76429,                 1.3586,             0.00081992,             0.00081992,             0.00081992
                    300,                 1.3767,                 1.0064,                 1.5071,                0.88573,                0.84731,                0.91929,                 0.6292,                 1.1142,                0.76254,                  1.358,             0.00081596,             0.00081596,             0.00081596
